,age,job,marital,education,housing,loan
3793,95,85,100,100,55,100
3794,55,65,100,78,100,55
3795,50,90,100,78,100,100
3796,90,85,100,100,55,100
3797,100,75,100,92,100,100
3798,50,85,100,100,100,55
3799,50,95,100,85,55,100
3800,50,95,100,100,55,100
3801,50,85,70,85,100,100
3802,55,70,80,85,50,50
3803,50,70,80,85,100,100
3804,100,75,100,92,55,100
3805,100,65,80,78,55,100
3806,95,75,100,92,55,100
3807,95,55,80,100,55,100
3808,50,75,80,92,100,100
3809,90,75,70,92,55,100
3810,50,85,70,85,100,100
3811,95,90,80,78,100,100
3812,95,100,100,78,55,100
3813,100,70,100,85,100,100
3814,95,75,100,85,100,100
3815,55,75,80,100,100,55
3816,100,52,80,100,55,100
3817,100,85,80,100,55,100
3818,55,85,80,100,55,100
3819,55,65,80,85,55,55
3820,95,85,80,100,55,100
3821,50,85,100,100,100,100
3822,90,70,100,85,100,100
3823,50,85,80,100,55,100
3824,50,75,100,85,55,100
3825,90,65,100,64,55,100
3826,55,55,80,92,55,100
3827,95,85,70,85,55,55
3828,55,65,100,64,55,100
3829,50,60,100,64,55,55
3830,55,65,100,85,55,100
3831,90,90,100,50,55,55
3832,95,60,100,71,100,100
3833,100,75,70,50,100,100
3834,100,85,100,100,55,100
3835,50,90,70,100,55,100
3836,100,90,100,100,100,100
3837,55,65,100,71,100,100
3838,50,75,100,100,55,100
3839,95,85,100,85,50,50
3840,100,85,80,100,55,100
3841,50,85,100,100,55,100
3842,100,75,100,92,55,100
3843,100,65,70,71,100,100
3844,50,65,100,64,55,100
3845,95,90,100,100,100,55
3846,100,85,100,78,55,100
3847,90,65,100,78,55,100
3848,55,90,100,100,55,100
3849,50,90,100,100,100,100
3850,50,85,100,92,100,100
3851,55,65,80,78,55,100
3852,100,65,80,64,55,100
3853,95,75,100,100,100,55
3854,100,85,80,100,55,100
3855,50,75,100,92,55,100
3856,90,75,80,85,55,100
3857,100,70,100,85,100,55
3858,100,85,100,100,55,100
3859,50,65,100,64,100,100
3860,60,70,100,85,100,100
3861,50,70,100,100,55,100
3862,50,75,100,92,100,100
3863,100,70,80,85,100,55
3864,55,85,80,100,55,100
3865,90,85,100,100,55,100
3866,95,75,70,92,100,100
3867,100,85,80,100,100,100
3868,100,85,80,100,100,100
3869,55,70,100,92,55,100
3870,90,65,100,78,100,100
3871,95,85,100,85,55,100
3872,95,75,100,100,100,100
3873,50,100,100,78,55,100
3874,50,75,100,100,100,100
3875,50,80,70,64,55,100
3876,50,85,70,64,100,100
3877,50,100,100,100,55,100
3878,100,90,100,100,55,55
3879,50,95,100,78,100,55
3880,90,65,100,78,100,100
3881,55,70,80,85,100,100
3882,55,80,100,64,55,100
3883,50,85,80,100,55,100
3884,100,70,80,85,55,100
3885,100,85,100,100,55,100
3886,50,75,100,85,55,100
3887,100,85,100,100,100,100
3888,95,85,80,100,55,100
3889,100,85,100,100,100,55
3890,90,65,100,71,55,100
3891,100,85,100,85,55,100
3892,55,75,80,50,100,55
3893,100,85,80,85,100,100
3894,50,95,100,100,100,100
3895,95,75,70,92,55,100
3896,90,75,100,92,100,100
3897,100,70,100,92,100,55
3898,50,90,80,64,100,100
3899,50,70,100,85,55,100
3900,50,65,100,64,100,100
3901,100,65,100,71,100,55
3902,100,65,100,78,55,100
3903,55,65,80,85,55,100
3904,100,65,100,64,55,100
3905,100,75,70,85,100,55
3906,55,75,80,92,55,100
3907,95,75,100,92,100,100
3908,50,75,100,100,100,100
3909,50,90,100,100,100,100
3910,100,60,100,64,55,100
3911,55,85,80,100,100,100
3912,90,65,100,71,100,100
3913,50,75,100,100,100,100
3914,100,90,70,100,100,55
3915,95,85,100,71,55,55
3916,50,100,100,78,50,50
3917,95,70,100,85,100,100
3918,100,75,80,85,55,100
3919,60,75,100,85,55,55
3920,100,70,80,85,55,100
3921,90,65,100,78,55,55
3922,100,70,80,100,100,100
3923,50,65,100,92,55,100
3924,95,75,100,92,100,100
3925,50,60,100,64,100,100
3926,90,80,70,57,55,100
3927,55,100,80,100,55,100
3928,50,85,100,71,100,100
3929,95,85,80,100,100,100
3930,50,100,100,85,55,100
3931,90,85,100,100,55,100
3932,90,75,70,92,100,100
3933,55,50,100,64,100,55
3934,95,85,100,100,50,50
3935,50,75,100,92,100,100
3936,90,85,100,100,55,100
3937,55,55,80,100,55,100
3938,60,75,100,100,100,100
3939,50,60,100,64,100,100
3940,50,85,80,92,100,100
3941,100,52,100,92,100,100
3942,55,75,80,92,100,100
3943,55,85,80,100,100,100
3944,50,85,70,85,100,100
3945,55,52,100,64,55,100
3946,55,55,80,92,100,100
3947,95,65,100,71,55,100
3948,50,65,100,71,55,100
3949,50,52,100,85,100,100
3950,90,85,100,71,100,100
3951,50,70,100,71,55,55
3952,55,75,80,92,100,100
3953,50,75,100,78,100,100
3954,55,85,80,100,100,100
3955,50,90,100,71,100,100
3956,60,80,100,64,55,100
3957,55,65,100,78,55,55
3958,100,75,80,92,100,100
3959,50,75,100,100,100,100
3960,55,85,80,85,55,100
3961,95,85,100,100,100,100
3962,100,85,80,92,55,100
3963,90,65,100,50,100,100
3964,50,70,100,78,55,100
3965,95,75,70,92,55,55
3966,90,70,80,85,55,100
3967,100,75,100,100,100,100
3968,55,70,80,85,55,55
3969,95,90,100,100,100,100
3970,50,80,100,64,100,100
3971,55,75,100,92,55,100
3972,55,90,80,100,55,55
3973,90,65,100,64,100,100
3974,100,75,80,92,100,100
3975,90,85,100,100,100,100
3976,55,80,70,100,100,100
3977,100,65,100,78,55,55
3978,50,90,80,100,100,100
3979,100,90,80,100,55,100
3980,90,65,100,71,100,100
3981,100,55,100,85,100,100
3982,50,65,70,78,100,100
3983,90,85,100,100,55,55
3984,100,75,100,100,100,100
3985,50,85,100,100,55,55
3986,100,65,80,78,100,55
3987,95,85,100,78,55,100
3988,95,85,100,100,100,100
3989,100,85,80,100,100,100
3990,50,65,100,64,55,100
3991,90,70,80,85,100,100
3992,100,85,80,100,100,100
3993,90,52,100,100,55,100
3994,95,70,70,85,55,100
3995,90,85,80,85,55,55
3996,50,85,100,85,100,100
3997,50,70,100,85,55,55
3998,55,80,100,85,50,50
3999,100,70,80,85,100,55
4000,100,85,100,100,100,100
4001,95,75,80,85,100,55
4002,95,65,100,71,100,55
4003,55,75,80,85,55,100
4004,55,85,80,85,55,100
4005,95,65,100,85,100,100
4006,95,75,100,92,55,100
4007,50,80,100,85,100,100
4008,95,90,100,100,55,100
4009,100,50,100,50,100,100
4010,50,90,70,100,100,55
4011,95,70,100,78,100,100
4012,50,65,100,64,100,100
4013,100,85,100,100,100,55
4014,95,95,80,100,100,100
4015,55,55,100,85,100,100
4016,90,85,80,100,100,55
4017,95,90,100,100,55,100
4018,90,85,100,100,100,100
4019,55,55,80,85,55,100
4020,50,65,70,85,55,55
4021,50,75,100,85,100,55
4022,95,75,70,92,55,100
4023,100,65,100,78,50,50
4024,100,70,100,78,100,100
4025,90,85,100,85,55,100
4026,55,85,80,85,100,55
4027,95,85,100,100,100,100
4028,100,70,70,85,100,100
4029,50,85,100,50,100,100
4030,95,75,70,92,50,50
4031,60,75,100,92,100,100
4032,50,60,100,64,55,100
4033,50,85,100,78,55,55
4034,50,80,100,100,100,55
4035,100,65,80,78,55,55
4036,95,75,80,92,100,100
4037,95,100,100,100,100,100
4038,50,85,100,78,55,55
4039,95,100,80,100,55,100
4040,50,85,100,85,55,100
4041,100,65,100,78,55,100
4042,90,65,80,78,50,50
4043,50,90,80,78,100,100
4044,100,65,100,78,55,100
4045,100,95,80,100,55,100
4046,95,85,100,100,100,100
4047,95,65,100,64,55,100
4048,90,75,70,85,100,100
4049,50,90,70,71,55,100
4050,55,55,80,85,55,55
4051,50,70,100,85,55,55
4052,50,80,100,100,55,100
4053,60,75,100,92,55,100
4054,50,65,100,78,55,100
4055,50,75,100,92,55,100
4056,55,70,100,100,55,100
4057,90,65,100,71,100,55
4058,50,65,100,64,50,50
4059,95,70,100,85,55,55
4060,90,85,80,100,100,55
4061,60,95,100,64,100,100
4062,100,52,70,100,100,55
4063,55,60,100,64,55,100
4064,60,75,100,100,100,100
4065,50,70,100,85,100,100
4066,50,80,100,64,100,100
4067,50,80,100,64,100,100
4068,50,65,70,78,100,100
4069,60,85,100,100,100,100
4070,50,90,70,100,55,100
4071,55,80,100,64,55,100
4072,100,65,100,92,100,100
4073,100,85,100,100,100,100
4074,50,85,100,100,55,100
4075,95,70,100,85,100,100
4076,55,80,100,64,100,100
4077,100,75,80,85,100,100
4078,50,65,100,78,100,100
4079,60,85,70,100,100,100
4080,50,65,100,64,100,55
4081,90,60,80,100,55,100
4082,90,85,100,100,100,100
4083,90,75,80,100,100,100
4084,100,52,80,85,55,100
4085,90,75,80,78,100,100
4086,50,75,100,92,100,55
4087,55,85,100,100,100,100
4088,50,90,100,100,100,100
4089,55,85,80,100,100,55
4090,90,65,100,64,100,55
4091,95,90,100,85,55,100
4092,100,65,80,85,55,100
4093,50,80,100,64,55,100
4094,55,65,100,64,100,100
4095,95,85,80,100,55,55
4096,100,70,100,85,55,100
4097,90,65,70,78,55,100
4098,100,60,80,100,100,100
4099,60,85,70,85,55,100
4100,90,85,70,85,55,100
4101,95,100,80,100,100,100
4102,100,65,80,78,55,55
4103,90,70,100,85,55,100
4104,90,75,70,92,100,100
4105,50,60,100,64,100,100
4106,50,100,70,78,100,100
4107,95,85,100,100,100,100
4108,100,85,100,100,100,100
4109,55,80,100,85,55,100
4110,50,60,70,71,50,50
4111,100,75,100,100,55,55
4112,100,75,80,92,100,100
4113,100,85,80,100,100,100
4114,100,85,100,71,100,55
4115,95,85,100,85,100,100
4116,55,55,80,85,55,100
4117,60,85,100,85,55,100
4118,100,90,80,85,100,100
